Gene,Function,Multifunction,Biological Process,Cellular Component,Molecular Function
fecE,activator,ABC superfamily ATP binding cytoplasmic component; Fe aquisition,GO:0006811 - monoatomic ion transport; GO:0006826 - iron ion transport; GO:0006879 - intracellular iron ion homeostasis; GO:0033212 - iron import into cell; GO:0055085 - transmembrane transport,"GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",GO:0000166 - nucleotide binding; GO:0005524 - ATP binding; GO:0016887 - ATP hydrolysis activity; GO:0042626 - ATPase-coupled transmembrane transporter activity
proP,dual,"Porters (Uni-, Sym- and Antiporters); osmotic pressure; membrane",GO:0006865 - amino acid transport; GO:0007231 - osmosensory signaling pathway; GO:0031460 - glycine betaine transport; GO:0055085 - transmembrane transport; GO:0071474 - cellular hyperosmotic response; GO:0071475 - cellular hyperosmotic salinity response; GO:1902600 - proton transmembrane transport; GO:1905647 - proline import across plasma membrane,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0005297 - proline:proton symporter activity; GO:0005515 - protein binding; GO:0015293 - symporter activity; GO:0022857 - transmembrane transporter activity; GO:0042803 - protein homodimerization activity
ppiA,dual,"chaperoning, repair (refolding)",GO:0000413 - protein peptidyl-prolyl isomerization; GO:0006457 - protein folding,GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space,GO:0003755 - peptidyl-prolyl cis-trans isomerase activity; GO:0016853 - isomerase activity
dctA,activator,"carbon compounds; unknown; Porters (Uni-, Sym- and Antiporters); membrane",GO:0006835 - dicarboxylic acid transport; GO:0006974 - DNA damage response; GO:0015741 - fumarate transport; GO:0046942 - carboxylic acid transport; GO:0070778 - L-aspartate transmembrane transport; GO:0071422 - succinate transmembrane transport; GO:0071423 - malate transmembrane transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0005515 - protein binding; GO:0015138 - fumarate transmembrane transporter activity; GO:0015141 - succinate transmembrane transporter activity; GO:0015183 - L-aspartate transmembrane transporter activity; GO:0015293 - symporter activity; GO:0015366 - malate:proton symporter activity
rbsZ,activator,antisense RNA,GO:1904572 - negative regulation of mRNA binding,,GO:0003727 - single-stranded RNA binding; GO:0003729 - mRNA binding; GO:0005515 - protein binding; GO:0061980 - regulatory RNA binding
rbsB,activator,"carbon compounds; ABC superfamily, periplasmic binding component",GO:0006935 - chemotaxis; GO:0015752 - D-ribose transmembrane transport; GO:0050918 - positive chemotaxis; GO:0071702 - organic substance transport,"GO:0016020 - membrane; GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space; GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",GO:0005515 - protein binding; GO:0030246 - carbohydrate binding; GO:0048029 - monosaccharide binding
rbsK,activator,carbon compounds,GO:0006014 - D-ribose metabolic process; GO:0016310 - phosphorylation; GO:0019303 - D-ribose catabolic process; GO:0046835 - carbohydrate phosphorylation,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0000166 - nucleotide binding; GO:0004747 - ribokinase activity; GO:0005524 - ATP binding; GO:0016301 - kinase activity; GO:0016740 - transferase activity; GO:0042803 - protein homodimerization activity; GO:0046872 - metal ion binding
rbsD,activator,carbon compounds,GO:0005996 - monosaccharide metabolic process; GO:0019303 - D-ribose catabolic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0016853 - isomerase activity; GO:0016866 - intramolecular transferase activity; GO:0016872 - intramolecular lyase activity; GO:0042802 - identical protein binding; GO:0048029 - monosaccharide binding; GO:0062193 - D-ribose pyranase activity
rbsC,activator,"carbon compounds; ABC superfamily, membrane component; membrane",GO:0015752 - D-ribose transmembrane transport; GO:0055085 - transmembrane transport; GO:0071702 - organic substance transport,"GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0043190 - ATP-binding cassette (ABC) transporter complex; GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",GO:0005515 - protein binding; GO:0015591 - D-ribose transmembrane transporter activity; GO:0022857 - transmembrane transporter activity
rbsR,activator,carbon compounds; Transcription related; repressor; operon,GO:0006355 - regulation of DNA-templated transcription; GO:0045893 - positive regulation of DNA-templated transcription,GO:0005829 - cytosol,GO:0000976 - transcription cis-regulatory region binding; GO:0000987 - cis-regulatory region sequence-specific DNA binding; GO:0001216 - DNA-binding transcription activator activity; GO:0003677 - DNA binding; GO:0003700 - DNA-binding transcription factor activity; GO:0005515 - protein binding; GO:0048029 - monosaccharide binding
rbsA,activator,carbon compounds; ABC superfamily ATP binding cytoplasmic component,GO:0015752 - D-ribose transmembrane transport; GO:0071702 - organic substance transport,"GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0043190 - ATP-binding cassette (ABC) transporter complex; GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",GO:0000166 - nucleotide binding; GO:0005515 - protein binding; GO:0005524 - ATP binding; GO:0015407 - ABC-type monosaccharide transporter activity; GO:0015591 - D-ribose transmembrane transporter activity; GO:0015611 - ABC-type D-ribose transporter activity; GO:0016887 - ATP hydrolysis activity
rhaT,activator,"carbon compounds; Porters (Uni-, Sym- and Antiporters); membrane",GO:0008645 - hexose transmembrane transport; GO:0015762 - rhamnose transmembrane transport; GO:0071702 - organic substance transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015153 - rhamnose transmembrane transporter activity; GO:0015293 - symporter activity
entC,activator,enterochelin (enterobactin),GO:0009058 - biosynthetic process; GO:0009239 - enterobactin biosynthetic process; GO:0009697 - salicylic acid biosynthetic process,GO:0005829 - cytosol,GO:0000287 - magnesium ion binding; GO:0008909 - isochorismate synthase activity; GO:0016853 - isomerase activity; GO:0046872 - metal ion binding
entE,activator,enterochelin (enterobactin); membrane,GO:0009239 - enterobactin biosynthetic process; GO:0019290 - siderophore biosynthetic process,GO:0005829 - cytosol; GO:0016020 - membrane,"GO:0000166 - nucleotide binding; GO:0005515 - protein binding; GO:0005524 - ATP binding; GO:0008668 - (2,3-dihydroxybenzoyl)adenylate synthase activity; GO:0016740 - transferase activity; GO:0016746 - acyltransferase activity; GO:0016874 - ligase activity; GO:0047527 - 2,3-dihydroxybenzoate-serine ligase activity"
entA,activator,enterochelin (enterobactin),GO:0009239 - enterobactin biosynthetic process; GO:0019290 - siderophore biosynthetic process,GO:0005829 - cytosol; GO:0032991 - protein-containing complex,"GO:0005515 - protein binding; GO:0008667 - 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; GO:0016491 - oxidoreductase activity; GO:0042802 - identical protein binding"
entB,activator,enterochelin (enterobactin); Non-ribosomal peptide synthetase; membrane,GO:0008152 - metabolic process; GO:0009239 - enterobactin biosynthetic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0005886 - plasma membrane,"GO:0000287 - magnesium ion binding; GO:0003824 - catalytic activity; GO:0005515 - protein binding; GO:0008908 - isochorismatase activity; GO:0016765 - transferase activity, transferring alkyl or aryl (other than methyl) groups; GO:0016787 - hydrolase activity; GO:0016874 - ligase activity; GO:0031177 - phosphopantetheine binding; GO:0042802 - identical protein binding; GO:0046872 - metal ion binding; GO:0047527 - 2,3-dihydroxybenzoate-serine ligase activity"
entH,activator,enterochelin (enterobactin); Fe aquisition,GO:0009239 - enterobactin biosynthetic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0005515 - protein binding; GO:0016289 - acyl-CoA hydrolase activity; GO:0016787 - hydrolase activity; GO:0016788 - hydrolase activity, acting on ester bonds; GO:0016790 - thiolester hydrolase activity; GO:0042802 - identical protein binding; GO:0061522 - 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
psiE,repressor,,GO:0016036 - cellular response to phosphate starvation,GO:0005886 - plasma membrane; GO:0016020 - membrane,
crp,dual,Transcription related; activator; repressor; global,GO:0006351 - DNA-templated transcription; GO:0006355 - regulation of DNA-templated transcription; GO:0045013 - carbon catabolite repression of transcription; GO:0045892 - negative regulation of DNA-templated transcription; GO:0045893 - positive regulation of DNA-templated transcription,GO:0005829 - cytosol; GO:0032993 - protein-DNA complex,"GO:0000166 - nucleotide binding; GO:0003677 - DNA binding; GO:0003680 - minor groove of adenine-thymine-rich DNA binding; GO:0003700 - DNA-binding transcription factor activity; GO:0005515 - protein binding; GO:0008301 - DNA binding, bending; GO:0030552 - cAMP binding; GO:0042802 - identical protein binding; GO:0043565 - sequence-specific DNA binding"
cpdB,activator,nucleotide and nucleoside conversions,GO:0006974 - DNA damage response; GO:0008152 - metabolic process; GO:0009117 - nucleotide metabolic process; GO:0009166 - nucleotide catabolic process,GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space,"GO:0000166 - nucleotide binding; GO:0003824 - catalytic activity; GO:0008252 - nucleotidase activity; GO:0008254 - 3'-nucleotidase activity; GO:0008663 - 2',3'-cyclic-nucleotide 2'-phosphodiesterase activity; GO:0016787 - hydrolase activity; GO:0016788 - hydrolase activity, acting on ester bonds; GO:0046872 - metal ion binding"
glgP,activator,carbon compounds; cytoplasmic polysaccharides,GO:0005975 - carbohydrate metabolic process; GO:0005977 - glycogen metabolic process; GO:0005980 - glycogen catabolic process; GO:0008152 - metabolic process; GO:0018106 - peptidyl-histidine phosphorylation,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0003824 - catalytic activity; GO:0004645 - 1,4-alpha-oligoglucan phosphorylase activity; GO:0005515 - protein binding; GO:0008184 - glycogen phosphorylase activity; GO:0016740 - transferase activity; GO:0016757 - glycosyltransferase activity; GO:0030170 - pyridoxal phosphate binding; GO:0042803 - protein homodimerization activity; GO:0102250 - linear malto-oligosaccharide phosphorylase activity; GO:0102499 - SHG alpha-glucan phosphorylase activity"
glgC,activator,cytoplasmic polysaccharides,GO:0005977 - glycogen metabolic process; GO:0005978 - glycogen biosynthetic process; GO:0008152 - metabolic process; GO:0009058 - biosynthetic process; GO:0051289 - protein homotetramerization,GO:0005829 - cytosol; GO:0010170 - glucose-1-phosphate adenylyltransferase complex,GO:0000166 - nucleotide binding; GO:0000287 - magnesium ion binding; GO:0003824 - catalytic activity; GO:0005524 - ATP binding; GO:0008878 - glucose-1-phosphate adenylyltransferase activity; GO:0016208 - AMP binding; GO:0016740 - transferase activity; GO:0016779 - nucleotidyltransferase activity; GO:0042802 - identical protein binding
glgA,activator,cytoplasmic polysaccharides,GO:0005978 - glycogen biosynthetic process; GO:0006974 - DNA damage response,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0004373 - glycogen (starch) synthase activity; GO:0009011 - starch synthase activity; GO:0016740 - transferase activity; GO:0016757 - glycosyltransferase activity; GO:0033201 - alpha-1,4-glucan synthase activity"
rpoH,dual,"Transcription related; sigma factors, anti-sigmafactors; stimulon; temperature extremes",GO:0006310 - DNA recombination; GO:0006351 - DNA-templated transcription; GO:0006352 - DNA-templated transcription initiation; GO:0006355 - regulation of DNA-templated transcription; GO:0009408 - response to heat; GO:0010468 - regulation of gene expression; GO:0015074 - DNA integration; GO:0045893 - positive regulation of DNA-templated transcription; GO:2000142 - regulation of DNA-templated transcription initiation,GO:0000345 - cytosolic DNA-directed RNA polymerase complex; GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0005886 - plasma membrane; GO:0031421 - invertasome,GO:0001000 - bacterial-type RNA polymerase core enzyme binding; GO:0001046 - core promoter sequence-specific DNA binding; GO:0001216 - DNA-binding transcription activator activity; GO:0003677 - DNA binding; GO:0003700 - DNA-binding transcription factor activity; GO:0005515 - protein binding; GO:0009009 - site-specific recombinase activity; GO:0016987 - sigma factor activity
tnaC,activator,amino acids,GO:0006569 - tryptophan catabolic process; GO:0031554 - regulation of termination of DNA-templated transcription; GO:0031556 - transcriptional attenuation by ribosome; GO:0090358 - positive regulation of tryptophan metabolic process,,GO:0003723 - RNA binding; GO:0019843 - rRNA binding
tnaA,activator,amino acids,GO:0006520 - amino acid metabolic process; GO:0006568 - tryptophan metabolic process; GO:0006569 - tryptophan catabolic process; GO:0009072 - aromatic amino acid metabolic process; GO:0042431 - indole metabolic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0016020 - membrane; GO:0032991 - protein-containing complex; GO:0060187 - cell pole,GO:0003824 - catalytic activity; GO:0005515 - protein binding; GO:0009034 - tryptophanase activity; GO:0016829 - lyase activity; GO:0016830 - carbon-carbon lyase activity; GO:0030170 - pyridoxal phosphate binding; GO:0030955 - potassium ion binding; GO:0042802 - identical protein binding; GO:0080146 - L-cysteine desulfhydrase activity
tnaB,activator,"tryptophan; Porters (Uni-, Sym- and Antiporters); membrane",GO:0003333 - amino acid transmembrane transport; GO:0006569 - tryptophan catabolic process; GO:0006865 - amino acid transport; GO:0015801 - aromatic amino acid transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015173 - aromatic amino acid transmembrane transporter activity; GO:0015293 - symporter activity
